Ani DiFranco	instrument	Guitar, bass guitar, tenor guitar, vocals, percussion, piano
Robert Fripp	instrument	Guitar, mellotron, synthesizers
Ron Carter	instrument	Double bass
Ron Carter	instrument	Cello
Ron Carter	instrument	Piccolo bass
Ron Carter	instrument	Electric bass
Schoolly D	instrument	Vocals, Roland TR-909
Steve Lacy	instrument	Soprano saxophone
Scott Joplin	instrument	Piano, cornet, guitar, mandolin, violin, banjo, vocals
Tommy Lee	instrument	*
Tommy Lee	instrument	Drum kit
Tommy Lee	instrument	Keyboard instrument
Tom Waits	instrument	*
Tom Waits	instrument	Singing
Tom Waits	instrument	Guitar
Tom Waits	instrument	Piano
Trevor Jones	instrument	Synthesizer
Tori Amos	instrument	Piano
Tori Amos	instrument	Harpsichord
Tori Amos	instrument	Clavichord
Tori Amos	instrument	Hammond organ
Tori Amos	instrument	Pump organ
Tori Amos	instrument	Clavinet
Tori Amos	instrument	vocals
Vangelis	instrument	Piano, synthesizer, keyboards, Hammond organ, drums, percussion
Woody Guthrie	instrument	* Vocals\n* guitar\n* harmonica\n*
Woody Guthrie	instrument	Mandolin
Woody Guthrie	instrument	*
Woody Guthrie	instrument	Fiddle
Wendy Carlos	instrument	Synthesizer, keyboards, vocoder
Lindsey Buckingham	instrument	Guitar
Lindsey Buckingham	instrument	Vocals
Mick Fleetwood	instrument	Drums
Mick Fleetwood	instrument	,
Mick Fleetwood	instrument	Percussion instrument
Herbie Hancock	instrument	Piano, electric piano, keyboards, synthesizers, workstation synthesizers, organ, clavinet, keytar, vocoder, Fairlight CMI
Juan García Esquivel	instrument	Piano
Peter Tork	instrument	*
Peter Tork	instrument	Bass guitar
Peter Tork	instrument	Keyboards
Peter Tork	instrument	Vocals
Steve Goodman	instrument	*
Steve Goodman	instrument	Vocals
Steve Goodman	instrument	Guitar
Bix Beiderbecke	instrument	Cornet, piano
Rahsaan Roland Kirk	instrument	Tenor saxophone
Rahsaan Roland Kirk	instrument	Clarinet
Rahsaan Roland Kirk	instrument	Stritch
Rahsaan Roland Kirk	instrument	Manzello
Rahsaan Roland Kirk	instrument	Nose flute
Rahsaan Roland Kirk	instrument	Flute
Rahsaan Roland Kirk	instrument	Cor anglais
Rahsaan Roland Kirk	instrument	Keyboard instrument
Rahsaan Roland Kirk	instrument	Percussion instrument
David Arkenstone	instrument	Guitar
David Arkenstone	instrument	Mandolin
David Arkenstone	instrument	Drums
David Arkenstone	instrument	Percussion
David Arkenstone	instrument	Flutes
David Arkenstone	instrument	Fretless bass
David Arkenstone	instrument	Piano
David Arkenstone	instrument	Keyboards
David Arkenstone	instrument	Digital audio workstation
Ian Dury	instrument	Singing
Ian Dury	instrument	Drum kit
Frankie Yankovic	instrument	Accordion
Pat Mastelotto	instrument	Drum kit
Pat Mastelotto	instrument	Percussion instrument
Jean-Michel Jarre	instrument	Synthesizer, piano, organ, laser harp, accordion, guitar, bass guitar
King Oliver	instrument	Cornet
Tom Jones	instrument	Vocals
Princess Superstar	instrument	Singing
Princess Superstar	instrument	Guitar
Billie Holiday	instrument	Singing
Paul Simon	instrument	*
Paul Simon	instrument	Singing
Paul Simon	instrument	Guitar
Joan Baez	instrument	*Vocals\n*
Joan Baez	instrument	Guitar
Joan Baez	instrument	*
Joan Baez	instrument	Piano
Joan Baez	instrument	Ukulele
Ritchie Valens	instrument	Guitar
Ritchie Valens	instrument	Vocals
Henry Mancini	instrument	Piano, flute, piccolo
Les Claypool	instrument	Bass, vocals, upright bass, drums, guitar, whamola, bassjo, mandolin, banjo, clarinet, cello, mellotron
John Coltrane	instrument	Tenor, soprano and alto saxophone
Benny Goodman	instrument	Clarinet
John Paul Jones	instrument	*
John Paul Jones	instrument	Bass guitar
John Paul Jones	instrument	Keyboard instrument
Bo Hansson	instrument	Hammond organ, guitar
Peter Gabriel	instrument	Singing
Peter Gabriel	instrument	Keyboard instrument
Peter Gabriel	instrument	Flute
Richard Leveridge	instrument	Bass
Keith Emerson	instrument	Synthesizer, Hammond organ, keyboard, piano
Barry White	instrument	Piano, harpsichord, keyboards, vocals, drums
Buddy Bolden	instrument	Cornet
Nobuo Uematsu	instrument	*
Nobuo Uematsu	instrument	Electronic keyboard
Nobuo Uematsu	instrument	Organ
Nobuo Uematsu	instrument	Piano
Slavko Avsenik	instrument	Piano accordion
Slavko Avsenik	instrument	Singer
Fiona Apple	instrument	Singing
Fiona Apple	instrument	Piano
Nico	instrument	Vocals, keyboards, harmonium, tambourine
Bill Monroe	instrument	Mandolin
Bill Monroe	instrument	Guitar
Lester Flatt	instrument	Vocals, guitar, mandolin
Earl Scruggs	instrument	5
Greg Ginn	instrument	Guitar, bass guitar, theremin, vocals
Muddy Waters	instrument	Vocals, guitar, harmonica
Tom Petty	instrument	Singing
Tom Petty	instrument	Guitar
Tom Petty	instrument	Bass guitar
Tom Petty	instrument	Harmonica
John Linnell	instrument	Vocals, accordion, keyboard, Kaoss pad, saxophone, clarinet, bass
Captain Beefheart	instrument	Vocals, harmonica, saxophone, clarinet, oboe, french horn, shehnai, recorder, flute, piccolo, trumpet, trombone
Glenn Miller	instrument	Trombone
David Tudor	instrument	Piano
Count Basie	instrument	Piano, organ
Judge Jules	instrument	DJ
Johnny Hodges	instrument	Alto saxophone
Johnny Hodges	instrument	Soprano saxophone
Johnny Hodges	instrument	Clarinet
Art Garfunkel	instrument	Vocals
Humphrey Lyttelton	instrument	Trumpet, clarinet
Eric Dolphy	instrument	Alto saxophone
Eric Dolphy	instrument	Flute
Eric Dolphy	instrument	Bass clarinet
Eric Dolphy	instrument	Soprano clarinet
Eric Dolphy	instrument	Baritone saxophone
Eric Dolphy	instrument	Piccolo
Baby Gramps	instrument	Vocals, guitar, pedal steel guitar,
Princess	instrument	Singer
Jerry Garcia	instrument	*
Jerry Garcia	instrument	Guitar
Jerry Garcia	instrument	Vocals
Jerry Garcia	instrument	Pedal steel guitar
Jerry Garcia	instrument	Banjo
Jerry Garcia	instrument	Piano
Bono	instrument	Singing
Bono	instrument	Harmonica
Bono	instrument	Guitar
George Martin	instrument	Oboe, piano
Glenn Branca	instrument	Guitar, prepared guitar
Kim Gordon	instrument	*
Kim Gordon	instrument	Singing
Kim Gordon	instrument	Guitar
Kim Gordon	instrument	Bass guitar
Kim Gordon	instrument	Tambourine
Kim Gordon	instrument	Harmonica
John Entwistle	instrument	Vocals
John Entwistle	instrument	bass guitar
John Entwistle	instrument	double bass
John Entwistle	instrument	French horn
John Entwistle	instrument	trumpet
John Entwistle	instrument	keyboards
John Entwistle	instrument	guitar
Lionel Hampton	instrument	Vibraphone, drums, piano, vocals
Van Morrison	instrument	* Vocals\n* guitar\n*
Van Morrison	instrument	Harmonica
Van Morrison	instrument	*
Van Morrison	instrument	Saxophone
Van Morrison	instrument	* keyboards\n* drums\n*
Van Morrison	instrument	Tambourine
Van Morrison	instrument	Ukulele
Cat Stevens	instrument	*Vocals\n*guitar\n*bass guitar\n*
Cat Stevens	instrument	Mandolin
Cat Stevens	instrument	*organ\n*piano\n*
Cat Stevens	instrument	Mellotron
Cat Stevens	instrument	*double bass
Heather Nova	instrument	Singer
Heather Nova	instrument	Guitar
Stephin Merritt	instrument	Guitar
Stephin Merritt	instrument	Ukulele
Stephin Merritt	instrument	Musical keyboard
Elliott Smith	instrument	Guitar
Elliott Smith	instrument	vocals
Elliott Smith	instrument	piano
Elliott Smith	instrument	clarinet
Elliott Smith	instrument	bass
Elliott Smith	instrument	drums
Elliott Smith	instrument	harmonica
Billie Joe Armstrong	instrument	*
Billie Joe Armstrong	instrument	Singing
Billie Joe Armstrong	instrument	Guitar
Billie Joe Armstrong	instrument	Piano
Billie Joe Armstrong	instrument	Bass guitar
Billie Joe Armstrong	instrument	Drum kit
Billie Joe Armstrong	instrument	Harmonica
Billie Joe Armstrong	instrument	Mandolin
Brian Jones	instrument	Guitar, harmonica
David Byrne	instrument	Vocals, guitar, bass, piano, keyboards, synthesizer, slide guitar, harmonica, autoharp, harmonium, violin, accordion, buildings
Melissa Etheridge	instrument	*
Melissa Etheridge	instrument	Vocals
Melissa Etheridge	instrument	Guitar
Melissa Etheridge	instrument	Piano
Melissa Etheridge	instrument	Harmonica
Melissa Etheridge	instrument	Mandolin
Carlos Montoya	instrument	Guitar
Beth Orton	instrument	Vocals, acoustic guitar
Ozzy Osbourne	instrument	Singing
John Zorn	instrument	Alto saxophone
John Zorn	instrument	Pipe organ
John Zorn	instrument	Clarinet
John Zorn	instrument	Flute
John Zorn	instrument	Keyboard instrument
John Zorn	instrument	Vocals
John Zorn	instrument	Guitar
John Zorn	instrument	Double bass
John Zorn	instrument	Drum kit
John Zorn	instrument	Percussion
John Zorn	instrument	Theremin
John Zorn	instrument	Wind machine
Derek Bailey	instrument	Guitar
Jim O'Rourke	instrument	Guitar
Jim O'Rourke	instrument	Synthesizer
Jim O'Rourke	instrument	Piano
Jim O'Rourke	instrument	Bass
Fennesz	instrument	Guitar
Fennesz	instrument	Laptop
Nick Cave	instrument	Singing
Nick Cave	instrument	Piano
Nick Cave	instrument	Electronic organ
Nick Cave	instrument	Harmonica
Nick Cave	instrument	Guitar
Nick Cave	instrument	Percussion instrument
Nick Cave	instrument	Saxophone
Nick Cave	instrument	Drums
Neil Young	instrument	Vocals
Neil Young	instrument	Guitar
Neil Young	instrument	Harmonica
Neil Young	instrument	Piano
Víctor Jara	instrument	Vocals, Spanish guitar
Patsy Cline	instrument	Singing
Patsy Cline	instrument	Piano
William Manuel Johnson	instrument	Double bass
Papa Jack Laine	instrument	Cornet
Big Joe Turner	instrument	Singing
Julie Miller	instrument	Singing
Julie Miller	instrument	Guitar
Mark Heard	instrument	Guitar, singing, electric mandolin
Phil Keaggy	instrument	Guitar
Phil Keaggy	instrument	Vocals
Doc Watson	instrument	Vocals, guitar, banjo, harmonica
Jimmy Rogers	instrument	Vocals
Jimmy Rogers	instrument	Guitar
Jimmy Rogers	instrument	Harmonica
Nusrat Fateh Ali Khan	instrument	*
Nusrat Fateh Ali Khan	instrument	Vocals
Nusrat Fateh Ali Khan	instrument	Pump organ
Nusrat Fateh Ali Khan	instrument	Tabla
Chubby Checker	instrument	Singing
Tommy Ladnier	instrument	Trumpet
Sidney Bechet	instrument	Clarinet
Sidney Bechet	instrument	Soprano saxophone
Sidney Bechet	instrument	Cornet
Sidney Bechet	instrument	Drums
Sidney Bechet	instrument	Tenor Saxophone
Sidney Bechet	instrument	Piano
Sidney Bechet	instrument	Double bass
Clarence Williams	instrument	Piano
Sun Ra	instrument	Piano, organ, keyboards, Minimoog, celesta, percussion, vocals
Slash	instrument	Guitar
Jerry Lee Lewis	instrument	*
Jerry Lee Lewis	instrument	Lead vocals
Jerry Lee Lewis	instrument	*piano\n*guitar\n*drums
Carl Perkins	instrument	Guitar, vocals
Benmont Tench	instrument	Piano
Benmont Tench	instrument	Organ
Benmont Tench	instrument	Synthesizer
Benmont Tench	instrument	Singing
Brian Setzer	instrument	Guitar
Brian Setzer	instrument	Singing
Ravi Shankar	instrument	*
Ravi Shankar	instrument	Sitar
Ravi Shankar	instrument	Singing
Bobby Darin	instrument	Vocals, guitar, piano, drums, harmonica, xylophone
Bonnie Raitt	instrument	*
Bonnie Raitt	instrument	Singing
Bonnie Raitt	instrument	Guitar
Bonnie Raitt	instrument	Slide guitar
Bonnie Raitt	instrument	Piano
Glen Hardin	instrument	Piano, keyboard bass
John Otway	instrument	Guitar, theremin, vocals
Jimmy Page	instrument	Guitar
J. J. Johnson	instrument	Trombone
Neil Finn	instrument	Vocals, guitar, ukulele, mandolin, keyboards, bass guitar, drums, piano
The Everly Brothers	instrument	Guitar
The Everly Brothers	instrument	Vocals
Megahertz	instrument	Keyboard, Akai MPC
Brandon Boyd	instrument	Singing
Brandon Boyd	instrument	Guitar
Brandon Boyd	instrument	Percussion
Brandon Boyd	instrument	Bass guitar
D-Mark	instrument	Keyboards, mixer, MIDI controller
Rod Stewart	instrument	*
Rod Stewart	instrument	Vocals
Anne Murray	instrument	Singing
Anne Murray	instrument	Guitar
Louis Prima	instrument	Human voice
Louis Prima	instrument	Trumpet
George Clinton	instrument	Singing
Wynonie Harris	instrument	Guitar
Đorđe Balašević	instrument	Vocals
Đorđe Balašević	instrument	Guitar
The Edge	instrument	Guitar
The Edge	instrument	Vocals
Adam Clayton	instrument	Bass guitar
Adam Clayton	instrument	Guitar
Adam Clayton	instrument	Synthesizer
Adam Clayton	instrument	Singing
Bootsy Collins	instrument	Bass guitar
Bootsy Collins	instrument	Singing
Bootsy Collins	instrument	Guitar
Bootsy Collins	instrument	Drum kit
Bootsy Collins	instrument	Keyboard instrument
Richie Sambora	instrument	*
Richie Sambora	instrument	Guitar
Richie Sambora	instrument	Talk box
Richie Sambora	instrument	Singing
Carl Stalling	instrument	Piano
Carl Stalling	instrument	Theater organ
Pete Seeger	instrument	Banjo
Pete Seeger	instrument	Guitar
Pete Seeger	instrument	Recorder
Pete Seeger	instrument	Tin whistle
Pete Seeger	instrument	Mandolin
Pete Seeger	instrument	Piano
Pete Seeger	instrument	Ukulele
Mike Dirnt	instrument	Bass guitar
Mike Dirnt	instrument	Singing
Mike Dirnt	instrument	Electronic organ
Mike Dirnt	instrument	Drum kit
Mike Dirnt	instrument	Guitar
Ace Frehley	instrument	Guitar
Ace Frehley	instrument	Singing
Yo-Yo Ma	instrument	Cello
Jimmy Chamberlin	instrument	Drums, percussion
Melissa Auf der Maur	instrument	Vocals, bass, guitar
Queen Pen	instrument	Rapping
Joe Hahn	instrument	Phonograph
Joe Hahn	instrument	Sampler
Joe Hahn	instrument	Electronic keyboard
Joe Hahn	instrument	Synthesizer
Stephen Carpenter	instrument	Guitar
Stephen Carpenter	instrument	Drums
Stephen Carpenter	instrument	Drum machine
Frank Delgado	instrument	Turntable, keyboards
Lonnie Donegan	instrument	Guitar, vocals, banjo
Trent Reznor	instrument	*
Trent Reznor	instrument	Singing
Trent Reznor	instrument	Electric guitar
Trent Reznor	instrument	Bass guitar
Trent Reznor	instrument	Keyboard instrument
Trent Reznor	instrument	Piano
Trent Reznor	instrument	Percussion
Trent Reznor	instrument	Drum machine
Trent Reznor	instrument	Saxophone
Stuart Hamm	instrument	Bass guitar
Stuart Hamm	instrument	Singing
Stuart Hamm	instrument	Keyboard instrument
Lol Coxhill	instrument	Soprano saxophone
Lol Coxhill	instrument	Sopranino saxophone
Sinéad O'Connor	instrument	*Vocals\n*guitar\n*bass\n*keyboards\n*percussion\n*
Sinéad O'Connor	instrument	Tin whistle
Les Paul	instrument	Guitar, banjo, harmonica, piano
Nas	instrument	Rapping
Scott Bradley	instrument	Piano
Raymond Scott	instrument	Piano, celeste, electronic devices
Stéphane Grappelli	instrument	Violin
Stéphane Grappelli	instrument	Piano
Stéphane Grappelli	instrument	Saxophone
Stéphane Grappelli	instrument	Accordion
Ruth Brown	instrument	Human voice
Ruth Brown	instrument	Piano
Ruth Brown	instrument	Keyboard instrument
Ray Charles	instrument	Vocals, piano, keyboards
Harry Nilsson	instrument	Piano
Harry Nilsson	instrument	Vocals
Harry Nilsson	instrument	Keyboard instrument
Harry Nilsson	instrument	Guitar
Harry Nilsson	instrument	Harmonica
Sam Cooke	instrument	Singing
Sam Cooke	instrument	Piano
Sam Cooke	instrument	Guitar
Wah Wah Watson	instrument	Guitar
Keith Morris	instrument	Vocals,  Drums
The Singing Nun	instrument	Vocals
The Singing Nun	instrument	Guitar
Ian MacKaye	instrument	Vocals, guitar, bass, baritone guitar, piano, keyboards
Mike Watt	instrument	Bass guitar
Mike Watt	instrument	Singing
Liz Phair	instrument	Singing
Liz Phair	instrument	Guitar
Liz Phair	instrument	Piano
Jon Anderson	instrument	*
Jon Anderson	instrument	Vocals
Jon Anderson	instrument	Guitar
Jon Anderson	instrument	Harp
Jon Anderson	instrument	Ukulele
Jon Anderson	instrument	Percussion
Jaco Pastorius	instrument	Bass guitar, double bass, guitar, keyboards, drums, vocals, mandocello, steel drums
Sarah McLachlan	instrument	Vocals
Sarah McLachlan	instrument	Piano
Sarah McLachlan	instrument	Electronic keyboard
Sarah McLachlan	instrument	Guitar
Sarah McLachlan	instrument	Banjo
Sarah McLachlan	instrument	Ukulele
Sarah McLachlan	instrument	Harp
Dave Williams	instrument	Vocals
Lys Assia	instrument	Vocals
Serj Tankian	instrument	Vocal, piano, keyboards, synthesizer, sampler, theremin, guitar, bass guitar, violin, harmonica, melodica, bouzouki, dulcimer, drums, kaossilator
Shavo Odadjian	instrument	Bass guitar, double bass, guitar, vocals, mandolin, oud, sitar, drums, violin, turntables, sampler, keytar
Ralf Hütter	instrument	Synthesizer
Ralf Hütter	instrument	Electronic keyboard
Ralf Hütter	instrument	Vocoder
Ralf Hütter	instrument	Guitar
Ralf Hütter	instrument	Bass guitar
Ralf Hütter	instrument	Drums
Ralf Hütter	instrument	Percussion
Ralf Hütter	instrument	Singing
Robert Smith	instrument	Singing
Robert Smith	instrument	Guitar
Ted Lewis	instrument	Clarinet
Sisqó	instrument	Singing
Sisqó	instrument	Piano
Sisqó	instrument	Guitar
Ben Harper	instrument	Vocals, guitar, lap steel guitar, slide guitar, keyboard instruments, piano, bass, drums, percussion, vibes
John Sebastian	instrument	Vocals, guitar, harmonica, piano, autoharp
Chuck Mangione	instrument	Flugelhorn, trumpet, piano, electric piano, french horn
Ornette Coleman	instrument	Alto saxophone, tenor saxophone, violin, trumpet
Wellman Braud	instrument	Double bass, trombone, tuba, violin
Nick LaRocca	instrument	Cornet, trumpet
Gussie Mueller	instrument	Clarinet
Emile Christian	instrument	Trombone
Emile Christian	instrument	Cornet
Emile Christian	instrument	String bass
Jimmie Noone	instrument	Clarinet
Brigitte Fontaine	instrument	Singing
Eddie Vedder	instrument	*
Eddie Vedder	instrument	Vocals
Eddie Vedder	instrument	Guitar
Eddie Vedder	instrument	Harmonica
Eddie Vedder	instrument	Ukulele
Eddie Vedder	instrument	Mandolin
Eddie Vedder	instrument	Bass guitar
Eddie Vedder	instrument	Drums
Eddie Vedder	instrument	Percussion
Eddie Vedder	instrument	Piano
Albert Ayler	instrument	Tenor saxophone
Albert Ayler	instrument	Alto saxophone
Albert Ayler	instrument	Soprano saxophone
Billy Bragg	instrument	Vocals, guitar, bass guitar
Howie D.	instrument	Vocals
Howie D.	instrument	Bass guitar
Debbie Gibson	instrument	Singing
Debbie Gibson	instrument	Piano
The Jerky Boys	instrument	Telephone
Cab Calloway	instrument	Vocals
Max Roach	instrument	Drum kit
Max Roach	instrument	Percussion instrument
Augustus Pablo	instrument	Keyboard, melodica, guitar
Guto Pryce	instrument	Bass guitar
Guto Pryce	instrument	Keyboard instrument
Squarepusher	instrument	Bass guitar, guitar, keyboards, synth, drums, music technology
Ville Valo	instrument	Singing
Ville Valo	instrument	Guitar
Ville Valo	instrument	Bass guitar
Ville Valo	instrument	Drum kit
Ville Valo	instrument	Keyboard
Rachel Bolan	instrument	Bass guitar
Rachel Bolan	instrument	Singing
Al Perkins	instrument	Pedal steel guitar, guitar, dobro, banjo, vocals
Sid Vicious	instrument	Bass guitar, vocals, drums
Vivian Stanshall	instrument	Vocals, trumpet, trombone, guitar, keyboards, percussion, flute, recorder, ukulele, mandolin, banjo, harp, harmonica, kazoo
Hans Zimmer	instrument	Piano
Hans Zimmer	instrument	Keyboard instrument
Hans Zimmer	instrument	Synthesizer
Hans Zimmer	instrument	Guitar
Jewel	instrument	Vocals
Jewel	instrument	guitar
Jewel	instrument	Autoharp
Tiny Tim	instrument	Ukulele, guitar, vocals
David Hidalgo	instrument	Vocals, accordion, violin, 6-string banjo, cello, requinto jarocho, percussion, drums, guitar
Sita	instrument	Vocals
Sita	instrument	Guitar
Eric Johnson	instrument	Electric guitar, acoustic guitar, steel string guitar, bass guitar, vocals, piano
Chris Robinson	instrument	Vocals, Guitar, Harmonica
Jimmy Reed	instrument	Vocals, harmonica, guitar
Maceo Parker	instrument	Saxophone, flute, vocals
Hank Williams	instrument	Lead vocals
Hank Williams	instrument	guitar
Hugh Masekela	instrument	Trumpet, flugelhorn, trombone cornet, vocals
Solomon Burke	instrument	Vocals
Solomon Burke	instrument	guitar
Earl Palmer	instrument	Drum kit
James Burton	instrument	Guitar, dobro
Eddie Cochran	instrument	Guitar
Eddie Cochran	instrument	Singing
Del Shannon	instrument	Singing
Del Shannon	instrument	Guitar
King Diamond	instrument	Vocals, keyboards, guitar
Lenny Kravitz	instrument	Vocals
Lenny Kravitz	instrument	guitar
Lenny Kravitz	instrument	bass
Lenny Kravitz	instrument	drums
Lenny Kravitz	instrument	harmonica
Lenny Kravitz	instrument	keyboards
Lenny Kravitz	instrument	percussion
Maynard Ferguson	instrument	Trumpet
Maynard Ferguson	instrument	Flugelhorn
Maynard Ferguson	instrument	Firebird
Maynard Ferguson	instrument	Trombone
Maynard Ferguson	instrument	Valve trombone
Maynard Ferguson	instrument	Superbone
Maynard Ferguson	instrument	Baritone horn
Maynard Ferguson	instrument	French horn
Maynard Ferguson	instrument	Soprano saxophone
Bobby Bland	instrument	Singing
Bobby Bland	instrument	Harmonica
Frankie Lymon	instrument	Vocals
Isaac Hayes	instrument	Piano, keyboard instruments, vocals, trombone, saxophone
Jimmy Yancey	instrument	Piano
T-Bone Walker	instrument	Guitar, vocals, piano, banjo, ukulele, violin, mandolin
Louis Jordan	instrument	Alto saxophone, saxophone, piano, clarinet, vocals
Dinah Washington	instrument	Vocals, piano, vibraphone
Nat King Cole	instrument	Piano
Nat King Cole	instrument	vocals
Nat King Cole	instrument	organ
Nat King Cole	instrument	melodica
Steve Beresford	instrument	Melodica, toy piano, trumpet, euphonium, bass guitar
Rick Springfield	instrument	Singing
Rick Springfield	instrument	Guitar
Rick Springfield	instrument	Bass guitar
Rick Springfield	instrument	Keyboards
Stevie Ray Vaughan	instrument	*
Stevie Ray Vaughan	instrument	Vocals
Stevie Ray Vaughan	instrument	,
Stevie Ray Vaughan	instrument	Guitar
Memphis Minnie	instrument	Guitar, electric guitar, bass, banjo, drums
Stick McGhee	instrument	Guitar
Connie Francis	instrument	Accordion
Connie Francis	instrument	Vocals
Dick Dale	instrument	Guitar
Dick Dale	instrument	Vocals
Pat Boone	instrument	Vocals
Hermeto Pascoal	instrument	Keyboards, button accordion, melodica, saxophone, trumpet, flute, clavinet, double bass, acoustic guitar, fife, euphonium, percussion, objects, others
Hank Williams Jr.	instrument	Guitar
Hank Williams Jr.	instrument	bass guitar
Hank Williams Jr.	instrument	Upright bass
Hank Williams Jr.	instrument	Steel guitar
Hank Williams Jr.	instrument	Banjo
Hank Williams Jr.	instrument	keyboards
Hank Williams Jr.	instrument	harmonica
Hank Williams Jr.	instrument	Fiddle
Hank Williams Jr.	instrument	saxophone
Hank Williams Jr.	instrument	Dobro
Hank Williams Jr.	instrument	drums
Hank Williams Jr.	instrument	piano
Judy Collins	instrument	Singing
Judy Collins	instrument	piano
Judy Collins	instrument	guitar
Itzhak Perlman	instrument	Violin
Trey Anastasio	instrument	Vocals, guitar, keyboards, drums,   Marimba Lumina
PJ Harvey	instrument	Vocals, guitar, bass, piano, keyboards, autoharp, saxophone, violin, cello, harmonica, drums, percussion
Paul Oakenfold	instrument	Synthesizer
Paul Oakenfold	instrument	Turntablism
Gloria Estefan	instrument	Singing
Gloria Estefan	instrument	Guitar
Gloria Estefan	instrument	Percussion instrument
Sandra Collins	instrument	Phonograph
Sandra Collins	instrument	Sampler
Sasha & John Digweed	instrument	Personal computer
Sasha & John Digweed	instrument	Music sequencer
Sasha & John Digweed	instrument	Synthesiser
Sasha & John Digweed	instrument	Sampler
Sasha & John Digweed	instrument	Drum machine
Sasha & John Digweed	instrument	Turntables
Sasha & John Digweed	instrument	Keyboards
