AK-47	wars	*Hungarian Revolution of 1956\n*Vietnam War\n*See other conflicts and wars
MG 34	wars	Vietnam War
MG 34	wars	Angolan civil war
MG 34	wars	Yugoslav Wars
MG 34	wars	Mexican Drug War
MG 34	wars	Syrian Civil War
MG 42	wars	World War II
MG 42	wars	Portuguese Colonial War
MG 42	wars	Yugoslav Wars
MG 42	wars	Syrian Civil War
Sten	wars	World War II
Sten	wars	Warsaw Uprising
Sten	wars	Second Sino-Japanese War
Sten	wars	Chinese Civil War
Sten	wars	Indonesian National Revolution
Sten	wars	Malayan Emergency
Sten	wars	Korean War
Sten	wars	Mau Mau Uprising
Sten	wars	Suez Crisis
Sten	wars	1948
Sten	wars	Sino-Indian War
Sten	wars	First Indochina War
Sten	wars	Vietnam War
Sten	wars	Laotian Civil War
Sten	wars	Lebanese Civil War
Sten	wars	Rhodesian Bush War
Sten	wars	Turkish invasion of Cyprus
Sten	wars	Indo-Pakistan Wars
Sten	wars	Border Campaign
Sten	wars	The Troubles
StG 44	wars	World War II
StG 44	wars	Korean War
StG 44	wars	Algerian War
StG 44	wars	Vietnam War
StG 44	wars	Ogaden War
StG 44	wars	Iraq War
StG 44	wars	Syrian Civil War
Karabiner 98k	wars	*
Karabiner 98k	wars	Spanish Civil War
Karabiner 98k	wars	World War II
Karabiner 98k	wars	Second Sino-Japanese War
Karabiner 98k	wars	Greek Civil War
Karabiner 98k	wars	1948
Karabiner 98k	wars	Korean War
Karabiner 98k	wars	First Indochina War
Karabiner 98k	wars	Chinese Civil War
Karabiner 98k	wars	Suez Crisis
Karabiner 98k	wars	Portuguese Colonial War
Karabiner 98k	wars	Algerian War
Karabiner 98k	wars	Vietnam War
Karabiner 98k	wars	Six-Day War
Karabiner 98k	wars	War of Attrition
Karabiner 98k	wars	Yom Kippur War
Karabiner 98k	wars	Soviet war in Afghanistan
Karabiner 98k	wars	Iran–Iraq War
Karabiner 98k	wars	Yugoslav Wars
Karabiner 98k	wars	Romanian Revolution of 1989
Karabiner 98k	wars	Iraq War
Karabiner 98k	wars	Syrian Civil War
MG 30	wars	World War II
Bren light machine gun	wars	World War II
Bren light machine gun	wars	Indonesian National Revolution
Bren light machine gun	wars	Chinese Civil War
Bren light machine gun	wars	Greek Civil War
Bren light machine gun	wars	Malayan Emergency
Bren light machine gun	wars	Korean War
Bren light machine gun	wars	Suez Crisis
Bren light machine gun	wars	Sino-Indian War
Bren light machine gun	wars	Congo Crisis
Bren light machine gun	wars	Rhodesian Bush War
Bren light machine gun	wars	The Troubles
Bren light machine gun	wars	Falklands War
Bren light machine gun	wars	Aden conflict
Lewis gun	wars	World War I
Lewis gun	wars	Emu War
Lewis gun	wars	Banana Wars
Lewis gun	wars	Irish War of Independence
Lewis gun	wars	Irish Civil War
Lewis gun	wars	Latvian War of Independence
Lewis gun	wars	Second World War
Lewis gun	wars	Korean War
Lewis gun	wars	Malayan Emergency
Lewis gun	wars	1948
Lewis gun	wars	The Troubles
Lewis gun	wars	and other conflicts
Panzer III	wars	World War II
Panzer IV	wars	World War II
Panzer IV	wars	1948 Arab–Israeli War
Panzer IV	wars	Six-Day War
Chauchat	wars	World War I
Chauchat	wars	Greco-Turkish War
Chauchat	wars	Polish–Soviet War
Chauchat	wars	Winter War
Chauchat	wars	Continuation War
Chauchat	wars	Greco-Italian War
Chauchat	wars	World War II
M2 Browning	wars	World War II
M2 Browning	wars	Korean War
M2 Browning	wars	First Indochina War
M2 Browning	wars	Suez Crisis
M2 Browning	wars	Portuguese Colonial War
M2 Browning	wars	Vietnam War
M2 Browning	wars	Six-Day War
M2 Browning	wars	Iran-Iraq war
M2 Browning	wars	Yom Kippur War
M2 Browning	wars	Cambodian Civil War
M2 Browning	wars	Cambodian-Vietnamese War
M2 Browning	wars	Falklands War
M2 Browning	wars	South African Border War
M2 Browning	wars	Namibian War of Independence
M2 Browning	wars	Invasion of Grenada
M2 Browning	wars	Bougainville Civil War
M2 Browning	wars	United States invasion of Panama
M2 Browning	wars	Gulf War
M2 Browning	wars	Somali Civil War
M2 Browning	wars	Yugoslav Wars
M2 Browning	wars	War in Afghanistan
M2 Browning	wars	Iraq War
M2 Browning	wars	Mexican Drug War
M2 Browning	wars	Syrian Civil War
Katzbalger	wars	Italian Wars
Pindad SS1	wars	Anti-guerrilla operations in Aceh, East Timor and Irian Jaya, Cambodian–Thai border stand-off
Bangalore torpedo	wars	World War I
Bangalore torpedo	wars	World War II
Bangalore torpedo	wars	Korean War
Qassam rocket	wars	Gaza–Israel conflict
FG 42	wars	World War II
Panzerfaust	wars	World War II
Maxim gun	wars	Chaco War, Mahdist War, Dervish Resistance, First Sino-Japanese War, Second Boer War, Boxer Rebellion, Russo-Japanese War, Philippine Revolution, Finnish Civil War, Balkan Wars, World War I, Russian Civil War, Polish–Soviet War, Second Sino-Japanese War, World War II, Chinese Civil War, Korean War, others
R4M	wars	World War II
M50 Ontos	wars	Vietnam War
M50 Ontos	wars	Operation Power Pack
M26 Pershing	wars	World War II
M26 Pershing	wars	Korean War
ALARM	wars	Gulf War
ALARM	wars	Kosovo War
ALARM	wars	Iraq War
ALARM	wars	2011 Libyan Civil War
50 caliber Mark 7 gun	wars	World War II
50 caliber Mark 7 gun	wars	Korean War
50 caliber Mark 7 gun	wars	Vietnam War
50 caliber Mark 7 gun	wars	Lebanese Civil War
50 caliber Mark 7 gun	wars	Gulf War
Fritz X	wars	World War II
Henschel Hs 293	wars	World War II
FGM-148 Javelin	wars	Operation Enduring Freedom
FGM-148 Javelin	wars	Operation Iraqi Freedom / Operation New Dawn
FGM-148 Javelin	wars	Syrian Civil War
Blowpipe	wars	Falklands War
Blowpipe	wars	Soviet invasion of Afghanistan
Blowpipe	wars	Gulf War
Blowpipe	wars	Cenepa War
Javelin	wars	Soviet war in Afghanistan
M4 carbine	wars	* 1998 Kosovo war\n*See other conflicts and wars
Panzerschreck	wars	World War II
Winchester rifle	wars	American Indian Wars
Winchester rifle	wars	Russo-Turkish War
Winchester rifle	wars	North-West Rebellion
Winchester rifle	wars	French intervention in Mexico
Winchester rifle	wars	Spanish–American War
Winchester rifle	wars	Mexican Revolution
SU-122	wars	World War II
SU-122	wars	Eastern Front
ISU-152	wars	World War II
ISU-152	wars	Korean War
ISU-152	wars	Hungarian Revolution
ISU-152	wars	Egyptian–Israeli Wars
Panzer 38	wars	World War II
Panzer 38	wars	Ecuadorian–Peruvian War
Gewehr 43	wars	World War II
M24 Chaffee	wars	World War II, Korean War, First Indochina War, Ifni War, Vietnam War, Algerian War, Indo-Pakistani War of 1971
M3 Lee	wars	World War II
M22 Locust	wars	World War II
M22 Locust	wars	1948
Dragunov sniper rifle	wars	Vietnam War
Dragunov sniper rifle	wars	Cambodian–Vietnamese War
Dragunov sniper rifle	wars	Soviet war in Afghanistan
Dragunov sniper rifle	wars	Nagorno-Karabakh War
Dragunov sniper rifle	wars	Salvadorian Civil War
Dragunov sniper rifle	wars	Iran–Iraq War
Dragunov sniper rifle	wars	Gulf War
Dragunov sniper rifle	wars	Somali Civil War
Dragunov sniper rifle	wars	Operation Restore Hope
Dragunov sniper rifle	wars	Operation Gothic Serpent
Dragunov sniper rifle	wars	War in Afghanistan (2001–14)
Dragunov sniper rifle	wars	Iraq War
Dragunov sniper rifle	wars	Yugoslav Wars
Dragunov sniper rifle	wars	First
Dragunov sniper rifle	wars	Second Chechen Wars
Dragunov sniper rifle	wars	Cambodian–Thai border dispute
Dragunov sniper rifle	wars	2008
Dragunov sniper rifle	wars	Kargil War
Dragunov sniper rifle	wars	2011
Dragunov sniper rifle	wars	Syrian Civil War
Dragunov sniper rifle	wars	War in Donbass
Dragunov sniper rifle	wars	Yemeni Civil War
Hetzer	wars	World War II
IMI Negev	wars	Al-Aqsa Intifada
IMI Negev	wars	2006
IMI Negev	wars	Gaza War
IMI Negev	wars	War in Donbass
Heckler & Koch MP7	wars	* War in Afghanistan (2001–14)\n* 2013 Lahad Datu standoff
7TP	wars	World War II
Renault FT	wars	*
Renault FT	wars	World War I
Renault FT	wars	Russian Civil War
Renault FT	wars	Polish-Soviet War
Renault FT	wars	Chinese Civil War
Renault FT	wars	Spanish Civil War
Renault FT	wars	World War II
Renault FT	wars	Franco-Thai War
Renault FT	wars	Turkish War of Independence
Renault FT	wars	1948
Renault FT	wars	Winter War
Vickers 6-Ton	wars	Chaco War
Vickers 6-Ton	wars	Second Sino-Japanese War
Vickers 6-Ton	wars	World War II
Vickers 6-Ton	wars	Winter War
Vickers 6-Ton	wars	Franco-Thai War
Panzer 35	wars	World War II
Panther tank	wars	World War II
AMX Leclerc	wars	Yemeni Civil War
38M Toldi	wars	World War II
M21 Sniper Weapon System	wars	Vietnam War, Iraq War
Long rifle	wars	French and Indian War
Long rifle	wars	American Indian Wars
Long rifle	wars	American Revolutionary War
Long rifle	wars	War of 1812
M1918 Browning Automatic Rifle	wars	World War I
M1918 Browning Automatic Rifle	wars	World War II
M1918 Browning Automatic Rifle	wars	Second Sino-Japanese War
M1918 Browning Automatic Rifle	wars	Chinese Civil War
M1918 Browning Automatic Rifle	wars	Hukbalahap Rebellion
M1918 Browning Automatic Rifle	wars	Korean War
M1918 Browning Automatic Rifle	wars	1947–48 Civil War in Mandatory Palestine
M1918 Browning Automatic Rifle	wars	First Indochina War
M1918 Browning Automatic Rifle	wars	Bay of Pigs Invasion
M1918 Browning Automatic Rifle	wars	Vietnam War
M1918 Browning Automatic Rifle	wars	Cambodian Civil War
M1918 Browning Automatic Rifle	wars	Turkish invasion of Cyprus
M1918 Browning Automatic Rifle	wars	Thai–Laotian Border War
S-25 Berkut	wars	Cold War
Brunswick rifle	wars	British Empire
Brunswick rifle	wars	Crimean War
Brunswick rifle	wars	American Civil War
Gewehr 41	wars	World War II
MK 108 cannon	wars	World War II
AMX-13	wars	Suez Crisis
AMX-13	wars	Algerian War
AMX-13	wars	Sand War
AMX-13	wars	Dominican Civil War
AMX-13	wars	Indo-Pakistani War of 1965
AMX-13	wars	Six Day War
AMX-13	wars	Yom Kippur War
AMX-13	wars	Western Sahara War
AMX-13	wars	Lebanese Civil War
Shoulder-launched Multipurpose Assault Weapon	wars	Gulf War
Shoulder-launched Multipurpose Assault Weapon	wars	War in Afghanistan
Shoulder-launched Multipurpose Assault Weapon	wars	Iraq War
Canon de 75 modèle 1897	wars	French colonial empire
Canon de 75 modèle 1897	wars	Boxer Rebellion
Canon de 75 modèle 1897	wars	World War I
Canon de 75 modèle 1897	wars	Polish–Soviet War
Canon de 75 modèle 1897	wars	Rif War
Canon de 75 modèle 1897	wars	Spanish Civil War
Canon de 75 modèle 1897	wars	World War II
Canon de 75 modèle 1897	wars	other conflicts and wars
Lebel Model 1886 rifle	wars	Boxer Rebellion
Lebel Model 1886 rifle	wars	French colonial empire
Lebel Model 1886 rifle	wars	Monegasque Revolution
Lebel Model 1886 rifle	wars	World War I
Lebel Model 1886 rifle	wars	Franco-Turkish War
Lebel Model 1886 rifle	wars	Polish–Soviet War
Lebel Model 1886 rifle	wars	Spanish Civil War
Lebel Model 1886 rifle	wars	World War II
Lebel Model 1886 rifle	wars	Algerian War
Mauser C96	wars	Spanish–American War
Mauser C96	wars	Jungle Movement of Gilan
Mauser C96	wars	Second Boer War
Mauser C96	wars	Boxer Rebellion
Mauser C96	wars	Xinhai Revolution
Mauser C96	wars	World War I
Mauser C96	wars	Irish War of Independence
Mauser C96	wars	Irish Civil War
Mauser C96	wars	Finnish Civil War
Mauser C96	wars	Mexican Revolution
Mauser C96	wars	Philippine Revolution
Mauser C96	wars	Philippine-American War
Mauser C96	wars	Russian Civil War
Mauser C96	wars	Spanish Civil War
Mauser C96	wars	Second Sino-Japanese War
Mauser C96	wars	World War II
Mauser C96	wars	Chinese Civil War
Mauser C96	wars	First Indochina War
Mauser C96	wars	Korean War
Mauser C96	wars	Vietnam War
Mauser C96	wars	Easter Rising
Jungle Carbine	wars	World War II
Jungle Carbine	wars	Korean War
Jungle Carbine	wars	Malayan Emergency
Jungle Carbine	wars	Bougainville Civil War
Jungle Carbine	wars	British Post-WWII colonial conflicts
SVT-40	wars	Chinese Civil War
SVT-40	wars	Second Sino-Japanese War
SVT-40	wars	Winter War
SVT-40	wars	Continuation War
SVT-40	wars	World War II
SVT-40	wars	Hukbalahap Rebellion
SVT-40	wars	Korean War
SVT-40	wars	Vietnam War
SVT-40	wars	Cuban Revolution
SVT-40	wars	Yugoslav Wars
SVT-40	wars	First Chechen War
SVT-40	wars	Second Chechen War
M50 Reising	wars	World War II
M50 Reising	wars	Hukbalahap Rebellion
M50 Reising	wars	Malaysian Emergency
M50 Reising	wars	Costa Rican Civil War
Carcano	wars	Mahdist War
Carcano	wars	First Italo-Ethiopian War
