Audi	production	2024881
Ford Anglia	production	345841
Ford Anglia	production	1959
Ford Anglia	production	1004737
Ford Anglia	production	1965
Ford Anglia	production	1962
Ford Anglia	production	79223
Toyota Celica	production	Dec 1970–Apr 2006
Toyota Celica	production	Dec 1970 – Jul 1977
Toyota Celica	production	Aug 1977 – July 1981
Toyota Celica	production	Aug 1981 – Jul 1985
Toyota Celica	production	Aug 1985 – Aug 1989
Toyota Celica	production	Sep 1989 – Sep 1993
Toyota Celica	production	Oct 1993 – Jun 1999
Toyota Celica	production	July 1999 – April 2006
Vespa 400	production	1957
Nissan Skyline GT-R	production	1969
Nissan Skyline GT-R	production	1989
Nissan Skyline GT-R	production	Feb 1969 – 1972
Nissan Skyline GT-R	production	January 1973
Nissan Skyline GT-R	production	August 1989 – 1994
Nissan Skyline GT-R	production	January 1995 – 1998
Nissan Skyline GT-R	production	January 1999 – 2002
Edsel	production	1958
Volkswagen Golf	production	1974
Volkswagen Golf	production	1983
Volkswagen Golf	production	1992
Volkswagen Golf	production	1997
Volkswagen Golf	production	2003
Volkswagen Golf	production	2009
Volkswagen Golf	production	2014
Vauxhall Motors	production	232255
Lotus Elise	production	1996
Lotus Elise	production	2001
Lotus Elise	production	2011
Ford Taunus	production	1939
Lotus Elite	production	1958
Lotus Elite	production	1974
Lotus Elite	production	2535
Volkswagen Scirocco	production	1974
Volkswagen Scirocco	production	2008
Volkswagen Scirocco	production	1981
Lamborghini Murciélago	production	2001
Lamborghini Murciélago	production	4099
Lamborghini Diablo	production	1990
Lamborghini Diablo	production	2884
Reliant Kitten	production	1975
Reliant Kitten	production	4074
Reliant Fox	production	1983
Kia Motors	production	2827321
Chevrolet Corvette	production	1953
Boston Beer Company	production	in 2014
Ford Cortina	production	1962
Ford Cortina	production	1966
Ford Cortina	production	1970
Ford Cortina	production	1976
Ford Cortina	production	1979
Pontiac GTO	production	1964
Pontiac GTO	production	2004
Pontiac GTO	production	1968
Pontiac GTO	production	1974
Vauxhall Firenza	production	1970
Vauxhall Viva	production	1963
Vauxhall Viva	production	1516792
Vauxhall Viva	production	September 1966 – July 1970
Vauxhall Viva	production	1970
Reliant Scimitar	production	1964
Reliant Scimitar	production	1968
Reliant Scimitar	production	1975
Reliant Scimitar	production	1980
Reliant Scimitar	production	442
Vauxhall Chevette	production	1975
Vauxhall Slant-4 engine	production	1966
Vauxhall Magnum	production	1973
Ford Sierra	production	1982
Chevrolet Camaro	production	1966
Chevrolet Camaro	production	2009
Vauxhall Astra	production	1979
AC Cobra	production	1962
AC Cobra	production	1963
AC Cobra	production	1965
PRV engine	production	1974
Volvo 66	production	1975
Volvo Amazon	production	1956
Volvo Duett	production	1953
Mazda RX-7	production	1978
Mazda RX-7	production	811634
Mazda RX-7	production	471018
Mazda RX-7	production	S4  &ndash; S5
Mazda RX-7	production	272027
Mazda RX-7	production	1991
Mazda RX-7	production	68589
Dymaxion car	production	1933
Dymaxion car	production	three prototypes built
Lancia	production	71223
Saab 900	production	1978
Saab 900	production	1994
Chalmers Automobile	production	1908
Mazda RX-8	production	2003
Fiat 128	production	1969
Fiat 128	production	1971
Citroën DS	production	1955
Citroën DS	production	1455746
Citroën DS	production	1330755
Tooheys Brewery	production	300000000
Peugeot 106	production	1991
Citroën C3	production	2002
Citroën C3	production	1998
Citroën C3	production	2009
Citroën C3	production	2016
Peugeot 406	production	1995
Peugeot 406	production	1996
Peugeot 406	production	1997
Citroën Berlingo	production	1996
Citroën Berlingo	production	2008
Volkswagen Karmann Ghia	production	Germany 1955–1974
Volkswagen Karmann Ghia	production	445238
Volkswagen Karmann Ghia	production	41689
Chevrolet Impala	production	1957
Chevrolet Impala	production	1994
Chevrolet Impala	production	1999
Chevrolet Impala	production	1958
Chevrolet Impala	production	1960
Chevrolet Impala	production	1964
Chevrolet Impala	production	1970
Chevrolet Impala	production	1976
Chevrolet Impala	production	--02-14
Chevrolet Impala	production	69768
Chevrolet Impala	production	2006
Chevrolet Impala	production	2014
Chevrolet Impala	production	2013
Lamborghini Countach	production	1974
Lamborghini Countach	production	1988
Lamborghini Countach	production	658
Ford Focus	production	1998
Ford Crown Victoria	production	1991
Ford Crown Victoria	production	January 1991–October 1997
Ford Crown Victoria	production	1998
BMW Dixi	production	1928
Toyota Land Cruiser	production	1951
Toyota Land Cruiser	production	1955
Toyota Land Cruiser	production	1960
Toyota Land Cruiser	production	1984
Toyota Land Cruiser	production	1967
Toyota Land Cruiser	production	1980
Toyota Land Cruiser	production	January 1990 – December 1997
Toyota Land Cruiser	production	1992
Toyota Land Cruiser	production	January 1998–2007
Toyota Land Cruiser	production	September 2007–present
Saab 9-3	production	1998
Saab 9-3	production	2002
Saab 9-3	production	2013
Volkswagen Jetta	production	1979
Volkswagen Jetta	production	August 1979–February 1984
Volkswagen Jetta	production	571030
Volkswagen Jetta	production	1984
Volkswagen Jetta	production	1991
Volkswagen Jetta	production	1708390
Volkswagen Jetta	production	January 1992 – February 1999
Volkswagen Jetta	production	1999
Volkswagen Jetta	production	2001
Volkswagen Jetta	production	2005
Volkswagen Jetta	production	2010
Kaiser Motors	production	1945
Mercury Comet	production	1960
Mercury Comet	production	1964
Mercury Comet	production	1966
Mercury Comet	production	1968
Mercury Comet	production	1971
Citroën Saxo	production	1996
Ford Thunderbird	production	1955
Ford Thunderbird	production	2002
Yuengling	production	in 2012
Citroën C2	production	2003
Allard	production	1946
Honda CR-X	production	1983
Honda CR-X	production	1987
Toyota Matrix	production	2002
Toyota Matrix	production	February 2002 – December 2007
Toyota Matrix	production	January 2008–2014
Holden Commodore	production	1978
Honda Integra	production	1985
Honda Integra	production	1989
Honda Integra	production	1993
Honda Integra	production	2001
Plymouth Road Runner	production	1968
Plymouth Road Runner	production	1971
Plymouth Road Runner	production	1975
Plymouth Superbird	production	1970
Lincoln Continental Mark III	production	1968
Lancia Delta	production	1979
Lancia Delta	production	2008
Lancia Delta	production	1992
Lancia Delta	production	24
Lancia Delta	production	1993
AMC Pacer	production	1975
Morris Marina	production	1971
Saab 9000	production	--05-06
Ford Windstar	production	1994
Ford Windstar	production	2004
Ford Windstar	production	--01-27
Ford Windstar	production	July 1998–July 2003
Ford Windstar	production	2003
Ford Galaxie	production	1958
Ford Galaxie	production	1959
Ford Galaxie	production	1967
Ford Galaxie	production	1964
Ford Galaxie	production	1965
Ford Galaxie	production	1968
Ford Parklane	production	1956
Ford Torino	production	1968
Ford Ranchero	production	1957
Ford Ranchero	production	1960
Ford Ranchero	production	1967
Ford Ranchero	production	1968
Ford Ranchero	production	1970
Ford Ranchero	production	1972
Ford Ranchero	production	1977
Nissan Maxima	production	1981
Nissan Maxima	production	1980
Nissan Maxima	production	1983
Nissan Maxima	production	July 1984 – August 1988
Nissan Maxima	production	August 1988 – March 1994
Nissan Maxima	production	--03-31
Nissan Maxima	production	April 1999 – December 2002
Nissan Maxima	production	January 2003 – April 2008
Nissan Maxima	production	--05-27
Nissan Maxima	production	April 2015–present
Dodge Caravan	production	--11-02
Dodge Caravan	production	October 1983–1990
Dodge Caravan	production	--08-14
Dodge Caravan	production	--01-30
Dodge Caravan	production	--07-24
Dodge Caravan	production	2008
Dodge Caravan	production	--08-16
9	production	1972
9	production	~140,500 produced
9	production	~19,500
Chevrolet Avalanche	production	September 2001–April 2013
Chevrolet Avalanche	production	September 2001 - March 2006
Chevrolet Avalanche	production	April 2006–April 2013
Saab 90	production	1984
Saab 99	production	1968
Myers Motors NmG	production	1999
Subaru BRAT	production	1978
Saab 95	production	1959
Saab 9-5	production	1997
Saab 9-5	production	1998
Saab 9-5	production	2010
Saab 93	production	1956
Saab 96	production	1960
Saab 92	production	1949
544	production	1944
544	production	1943
544	production	1958
Volvo B4B engine	production	1944
Volvo P1900	production	1956
Volvo P1900	production	68
Ford Prefect	production	1938
Ford Prefect	production	1939
Ford Prefect	production	1946
Ford Prefect	production	1949
Ford Prefect	production	1953
Ford Prefect	production	1959
Austin Allegro	production	1973
Princess	production	September 1975 - July 1978
Princess	production	July 1978 – November 1981
Austin Princess	production	1947
Austin Princess	production	Princess 1 : 1947–1950
Austin Princess	production	Princess II : 1950–1953
Austin Princess	production	Princess III : 1953–1956
Austin Princess	production	1956
Austin Princess	production	1952
Austin Princess	production	1959
Austin Princess	production	1964
Lamborghini Miura	production	1966
Lamborghini Miura	production	764
Chevrolet Chevelle	production	1963
Chevrolet Chevelle	production	1967
Chevrolet Chevelle	production	1972
Toyota Prius	production	1997
Toyota Prius	production	2001
Toyota Prius	production	2003
Toyota Prius	production	2005
Toyota Prius	production	March 2009–2015
Toyota Prius	production	December 2015 – present
Austin-Healey Sprite	production	1958
Austin-Healey Sprite	production	1961
Austin-Healey Sprite	production	1964
Austin-Healey Sprite	production	1966
Chevrolet Corvair	production	1959
Chevrolet Corvair	production	1964
SsangYong Motor	production	119142
Renault Samsung Motors	production	132541
GM Korea	production	782721
Porsche 959	production	1986
1932 Ford	production	1932
Honda Civic	production	1972
Honda Accord	production	1976
Honda Accord	production	1981
Honda Accord	production	1985
Honda Accord	production	--09-14
Honda Accord	production	1993
Triumph Stag	production	1970
Triumph Stag	production	25939
Triumph TR6	production	1968
Ford Mondeo	production	1992
Ford Laser	production	1981
Ford Laser	production	1982
Ford Laser	production	Japan: 1985–1989
Ford Laser	production	Australia: 1985–1990
Ford Laser	production	Australia: 1986–1994
Ford Laser	production	New Zealand: 1980s–1996
Ford Laser	production	South Africa: 1986–1995
Ford Laser	production	Japan: 1989–1994
Ford Laser	production	Australia: 1990–1994
Ford Laser	production	New Zealand: 1990–1996
Ford Laser	production	1994
Ford Laser	production	1998
Ford Telstar	production	1982
Ford Telstar	production	May 1983 – 1987
Ford Falcon	production	1960
Volkswagen Polo	production	1975
Volkswagen Polo	production	1981
Volkswagen Polo	production	1994
Volkswagen Polo	production	2002
Volkswagen Polo	production	2009
Holden Astra	production	1984
Holden Astra	production	1995
Holden Astra	production	2015
Holden Astra	production	July 1987 – July 1989
Holden Astra	production	1998
Holden Astra	production	2004
Holden Astra	production	May 2015-Late 2016
Opel Astra	production	1991
Opel Astra	production	1998
Opel Astra	production	2004
Opel Astra	production	2007
Opel Astra	production	2008
Opel Astra	production	2009
Opel Astra	production	2015
Ford Scorpio	production	1985
Ford Scorpio	production	1994
Vauxhall Cavalier	production	1975
Vauxhall Cavalier	production	November 1975 – September 1981
Vauxhall Cavalier	production	August 1981 – October 1988
Vauxhall Cavalier	production	October 1988 – October 1995
Opel Vectra	production	1988
Opel Vectra	production	1995
Opel Vectra	production	2002
Buick Skylark	production	1968
Pontiac Sunfire	production	1994
Chevrolet Astro	production	1985
Chevrolet Astro	production	1995
Pontiac Sunbird	production	1975
Pontiac Sunbird	production	1981
Pontiac Sunbird	production	1988
Grumman LLV	production	1987
AMC Javelin	production	1967
AMC Javelin	production	August 1967 – July 1969
AMC Javelin	production	August 1969 - July 1970
AMC Javelin	production	August 1970 &ndash; 1974
Peugeot 205	production	1983
Ford Country Squire	production	1950
Ford Country Squire	production	1952
Ford Country Squire	production	1955
Ford Country Squire	production	1965
Ford Country Squire	production	1979
Ford Country Squire	production	217152
Chrysler 300 letter series	production	1955
Chrysler 300 letter series	production	1970
Chrysler 300 letter series	production	1725
Chrysler 300 letter series	production	1956
Chrysler 300 letter series	production	1102
Chrysler 300 letter series	production	1957
Chrysler 300 letter series	production	2402
Chrysler 300 letter series	production	1958
Chrysler 300 letter series	production	809
Chrysler 300 letter series	production	1959
Chrysler 300 letter series	production	647
Chrysler 300 letter series	production	1960
Chrysler 300 letter series	production	1217
Chrysler 300 letter series	production	1961
Chrysler 300 letter series	production	1962
Chrysler 300 letter series	production	570
Chrysler 300 letter series	production	1963
Chrysler 300 letter series	production	400
Chrysler 300 letter series	production	1964
Chrysler 300 letter series	production	3647
Chrysler 300 letter series	production	1965
Chrysler 300 letter series	production	2845
Chrysler 300 letter series	production	501
Saab Sonett	production	1955
Saab Sonett	production	1966
Saab Sonett	production	1970
Datsun 510	production	1968
Pontiac Firebird	production	1967
Pontiac Firebird	production	1970
Pontiac Firebird	production	1982
Pontiac Firebird	production	1993
Pontiac Firebird	production	1969
Porsche 550	production	1953
Chevrolet Biscayne	production	1958
Volvo 140 Series	production	1966
Nissan Pathfinder	production	1985
Nissan Pathfinder	production	August 1985 – September 1995
Nissan Pathfinder	production	October 1995 – August 2004
Nissan Pathfinder	production	September 1996 – present
Nissan Pathfinder	production	--08-30
Nissan Pathfinder	production	September 2012–present
Volvo S60	production	2000
Volvo S60	production	Volvo P2 platform
Volvo S60	production	: 2000–2009
Volvo S60	production	Ford EUCD platform
Volvo S60	production	: 2010–present
Volvo S60	production	2010
Volvo S60	production	2008
Volvo P1800	production	1961
Volvo P1800	production	39407
Volvo P1800	production	8077
Ford Festiva	production	1986
Ford Festiva	production	1993
Ford Festiva	production	1998
Lincoln Continental Mark IV	production	1972
AC Ace	production	1953
Rolex	production	751285
Dodge Rampage	production	1982
Opel Kadett	production	1937
Opel Kadett	production	1962
Opel Kadett	production	1936
Opel Kadett	production	1965
Opel Kadett	production	1973
Opel Kadett	production	1979
Opel Kadett	production	1984
Lotus Europa	production	1966
Lotus Europa	production	Numbers made:
Lotus Europa	production	Series S1: 296
Lotus Europa	production	Series S1A/S1B: 342
Lotus Europa	production	Series S2: 4,294
Lotus Europa	production	Series Twin Cam: 4,950
Chevrolet Caprice	production	1965
Chevrolet Caprice	production	2000
Chevrolet Caprice	production	2011
Chevrolet Caprice	production	1970
Chevrolet Caprice	production	1976
Chevrolet Caprice	production	--04-12
Chevrolet Caprice	production	2006
Chevrolet Caprice	production	2010
Chevrolet Bel Air	production	1949
Chevrolet Bel Air	production	1954
Chevrolet Bel Air	production	1957
Chevrolet Bel Air	production	1958
Chevrolet Bel Air	production	1960
Chevrolet Bel Air	production	1964
Chevrolet Bel Air	production	1970
Chevrolet Bel Air	production	1976
Acura TSX	production	2003
Acura TSX	production	2008
Mercedes-Benz S-Class	production	1954
Mercedes-Benz S-Class	production	1958
Mercedes-Benz S-Class	production	1959
Mercedes-Benz S-Class	production	1961
Mercedes-Benz S-Class	production	1965
Mercedes-Benz S-Class	production	1972
Mercedes-Benz S-Class	production	December 1979 – April 1992
Mercedes-Benz S-Class	production	April 1991 – August 1999
Mercedes-Benz S-Class	production	August 1998 – July 2006
Mercedes-Benz S-Class	production	2005
Mercedes-Benz S-Class	production	2013
Mercedes-Benz C-Class	production	1993
Mercedes-Benz C-Class	production	May 1993–2000
Mercedes-Benz C-Class	production	July 2000 – December 2006
Mercedes-Benz C-Class	production	2007
Mercedes-Benz C-Class	production	--02-04
Volvo 164	production	1968
Ford 385 engine	production	1968
Jaguar X-Type	production	2001
Jaguar XK	production	1996
BMW 1 Series	production	2004
BMW 1 Series	production	2007
Bentley Arnage	production	1998
Honda Fit	production	2001
Honda Fit	production	2007
Honda Fit	production	2013
Cadillac Escalade	production	1999
Cadillac Escalade	production	2003
Cadillac Escalade	production	2002
Cadillac Escalade	production	1998
Cadillac Escalade	production	2001
Cadillac Escalade	production	September 2006–2014
Cadillac Escalade	production	2014
Cadillac Eldorado	production	1952
Cadillac Eldorado	production	1967
Cadillac Eldorado	production	1971
Cadillac Eldorado	production	1979
Cadillac Eldorado	production	1986
McLaren F1	production	1992
McLaren F1	production	1995
Volkswagen Phaeton	production	2002
Volkswagen Phaeton	production	84.325
Citroën AX	production	1986
Citroën Visa	production	1978
Citroën GS	production	1970
Nissan Navara	production	1997
Nissan Navara	production	USA: August 1997–2004
Nissan Navara	production	PRC: since January 1999
Nissan Navara	production	PRC: since April 2005
Nissan Navara	production	THA: 1998–2007
Nissan Navara	production	--10-20
Nissan Navara	production	July 2014–present
Ford Five Hundred	production	July 2004–April 2007
Pontiac G6	production	2004
Pontiac Solstice	production	2005
Ford Köln	production	July 1933–36
Ford Köln	production	11121
Oldsmobile Cutlass	production	1961
Oldsmobile Cutlass	production	1964
Oldsmobile Cutlass	production	1968
Oldsmobile Cutlass	production	1973
Oldsmobile Cutlass	production	1978
Ford Eifel	production	July 1935 – 1940
Ford Eifel	production	62495
Ford Ka	production	1996
Ford Ka	production	1997
Ford Ka	production	--07-18
Ford Ka	production	2014
Ford Popular	production	1953
Ford Popular	production	1959
Ursus Breweries	production	6000000
Honda Prelude	production	1978
Honda Prelude	production	1982
Honda Prelude	production	1987
Honda Prelude	production	1991
Honda Prelude	production	November 1996–October 2001
Toyota Supra	production	Apr 1978–2002
Toyota Supra	production	Apr 1978 – Jun 1981
Toyota Supra	production	Dec 1981–1986
Toyota Supra	production	May 1986 – 1993
Toyota Supra	production	April 1993–Aug 2002
Subaru Baja	production	July 2002 – April 2006
Alexander Schleicher GmbH & Co	production	almost 100 aircraft
Peugeot 405	production	1987
Peugeot 504	production	European France: 1968&ndash;1983
Peugeot 504	production	Argentina: 1969&ndash;1999
Peugeot 504	production	South Africa: 1970&ndash;1985
Peugeot 504	production	China: 1989&ndash;1997
Peugeot 504	production	Nigeria: 1968&ndash;2006
Peugeot 504	production	Kenya: 1968&ndash;2004
Peugeot 504	production	Taiwan: 1979&ndash;1984
Subaru Vivio	production	1992
TSMC	production	156700008
TSMC	production	140400008
Mercedes-Benz E-Class	production	1993
Mercedes-Benz E-Class	production	1995
Mercedes-Benz E-Class	production	2002
Mercedes-Benz E-Class	production	2009
Mercedes-Benz E-Class	production	2016
Fiat Croma	production	1985
Fiat Croma	production	2005
Honda Insight	production	1999
Honda Insight	production	2008
Honda Insight	production	December 1999 – September 2006
Honda Insight	production	2009
SEAT Ibiza	production	1985
SEAT Ibiza	production	1993
SEAT Ibiza	production	1999
SEAT Ibiza	production	2003
SEAT Ibiza	production	2008
Ford Fiesta	production	1976
Ford Fiesta	production	1983
Ford Fiesta	production	1989
Ford Fiesta	production	1995
Ford Fiesta	production	2002
Ford Fiesta	production	2008
Fiat 127	production	1971
Fiat 127	production	1977
Fiat 127	production	1982
Fiat 124	production	1966
Lada Riva	production	2105
Lada Riva	production	2107
Lada Riva	production	2104
Fiat Uno	production	1983
Fiat Uno	production	1984
Fiat Uno	production	1992
Fiat Uno	production	1995
Fiat Uno	production	2010
Fiat 126	production	1972
Fiat 126	production	4673655
Fiat 500	production	1957
Fiat 500	production	3893294
Volkswagen Lupo	production	1998
Fiat Panda	production	1980
Fiat Panda	production	2003
Fiat Panda	production	2011
Fiat Tipo	production	1988
Plymouth Reliant	production	1981
Porsche Carrera GT	production	2003
Acura TL	production	1995
Acura TL	production	1996
Acura TL	production	Aug 1998–2003
Acura TL	production	September 2003-2008
Acura TL	production	Sep 2008-2014
Chevrolet Chevette	production	1975
Chevrolet Chevette	production	1973
Chevrolet Chevette	production	until 1996 in Ecuador, 1998 in Colombia
Jaguar E-Type	production	1961
Jaguar E-Type	production	March 1961–68
Jaguar E-Type	production	1968
Jaguar E-Type	production	1971
REVAi	production	2001
SEAT Alhambra	production	1996
SEAT Alhambra	production	2010
Austin Metro	production	1980
Austin Metro	production	1990
Austin Metro	production	1994
Austin Metro	production	1984
SEAT León	production	October 1998–May 2005
SEAT León	production	May 2005–2012
SEAT León	production	2012
Mercedes-Benz 300SEL 6.3	production	1968
Koenigsegg CCR	production	2004
Koenigsegg CCR	production	14
Koenigsegg CC8S	production	2002
Koenigsegg CC8S	production	6
Maybach 57 and 62	production	2002
Maybach 57 and 62	production	3000
Ford Orion	production	July 1983–September 1993
Jaguar S-Type	production	1999
Grolsch Brewery	production	3200000
Ford Transit	production	1965
Ford Transit	production	1953
Ford Transit	production	1978
Ford Transit	production	1986
Ford Transit	production	2000
Ford Transit	production	2008
Ford Transit	production	2014
Ford Transit	production	Summer 2013–present
Ford Transit	production	2006
Mercedes-Benz CLS-Class	production	2004
Mercedes-Benz CLS-Class	production	2010
Chevrolet Corsica	production	October 1987– June 1996
Mazda MX-3	production	1991
Jaguar XK150	production	1957
Isetta	production	Iso Isetta
Isetta	production	BMW Isetta
Isetta	production	VELAM Isetta
Isetta	production	Romi-Isetta
Isetta	production	1954
Isetta	production	1956
Isetta	production	161360
Rootes Arrow	production	1966
Austin Maestro	production	1983
Austin Maestro	production	1995
Lotus 340R	production	340
Ford RS200	production	1984
TVR Tuscan Speed Six	production	1999
Citroën CX	production	1974
Subaru Impreza	production	1992
Subaru Impreza	production	2000
Subaru Impreza	production	2007
Subaru Impreza	production	2011
Subaru Impreza	production	2014
Honda Inspire	production	1989
Honda Inspire	production	1995
Honda Inspire	production	1998
Honda Inspire	production	2003
Honda Inspire	production	2007
Mitsubishi Lancer Evolution	production	1992
Mitsubishi Lancer Evolution	production	October 1992 – January 1994
Mitsubishi Lancer Evolution	production	January 1994 – February 1995
Mitsubishi Lancer Evolution	production	February 1995 – August 1996
Mitsubishi Lancer Evolution	production	August 1996 – January 1998
Mitsubishi Lancer Evolution	production	January 1998 - January 1999
Mitsubishi Lancer Evolution	production	January 1999 – March 2001
Mitsubishi Lancer Evolution	production	March 2001 – January 2003
Mitsubishi Lancer Evolution	production	January 2003 – March 2005
Mitsubishi Lancer Evolution	production	March 2005 – August 2008
Mitsubishi Lancer Evolution	production	October 2007– May 2016
Rover K-series engine	production	1988
BMW 5 Series	production	1972
Honda Civic Hybrid	production	2001
Honda Civic Hybrid	production	2005
Honda Civic Hybrid	production	2011
Citroën BX	production	1982
BMW 5 Series	production	1987
Opel Zafira	production	1999
Opel Zafira	production	2001
Opel Zafira	production	2005
Opel Zafira	production	2011
Cadillac Seville	production	1975
Cadillac Seville	production	1980
Cadillac Seville	production	1986
Cadillac Seville	production	1992
Cadillac Seville	production	1998
BMW 3 Series	production	1975
Aston Martin Vanquish	production	2001
Aston Martin Vanquish	production	2012
Aston Martin Vanquish	production	1492
Aston Martin Vanquish	production	1086
Buick Electra	production	1959
Aston Martin DB9	production	2004
Pontiac Grand Prix	production	1962
Pontiac Grand Prix	production	1968
Pontiac Grand Prix	production	1972
Pontiac Grand Prix	production	1977
Pontiac Grand Prix	production	October 1987–1996
Pontiac Grand Prix	production	--09-12
Pontiac Grand Prix	production	August 1996–February 2003
Pontiac Grand Prix	production	--04-24
Audi A6	production	1994
Audi A6	production	2000
Audi A6	production	May 1997 – June 2004
Audi A6	production	2003
Audi A6	production	February 2004 – June 2011
Audi A6	production	2006
Audi A6	production	November 2010–present
Ford Explorer	production	1990
Ford Explorer	production	February 1990 – November 1994
Ford Explorer	production	November 1994 – December 2000
Ford Explorer	production	November 1994–July 2003 for Sport
Ford Explorer	production	January 2001–June 2005
Ford Explorer	production	--12-02
Ford Explorer	production	--12-03
Pontiac Catalina	production	1950
Pontiac Catalina	production	1971
Pontiac Catalina	production	1977
Pontiac Bonneville	production	1958
Pontiac Bonneville	production	1982
Oldsmobile 98	production	1940
Lincoln Town Car	production	1980
Lincoln Town Car	production	1989
Lincoln Town Car	production	--09-15
Oldsmobile Toronado	production	1965
Oldsmobile Toronado	production	1970
Oldsmobile Toronado	production	1978
Oldsmobile Toronado	production	1985
Renault Clio	production	1990
Renault Clio	production	1996
Renault Clio	production	1998
Renault Clio	production	2001
Renault Clio	production	2000
Renault Clio	production	2005
Renault Clio	production	2012
Hillman Imp	production	1963
Hillman Imp	production	440032
Triumph Dolomite	production	1972
Triumph Dolomite	production	204003
Triumph Dolomite	production	79010
Triumph Dolomite	production	1973
Triumph Dolomite	production	22941
Triumph Dolomite	production	1974
Triumph Dolomite	production	1975
Triumph Dolomite	production	1976
Triumph Dolomite	production	1977
Triumph Dolomite	production	1978
Triumph Dolomite	production	1979
Triumph Dolomite	production	1980
Triumph Dolomite	production	32031
Triumph Dolomite	production	70021
Ford Probe	production	1989
Ford Probe	production	1993
Citroën C5	production	2000
Citroën C5	production	2007
Ford Capri	production	1969
Ford Capri	production	1974
Ford Capri	production	1978
Aston Martin Lagonda	production	1976
Lotus Esprit	production	1976
Lotus Esprit	production	1978
Lotus Esprit	production	1981
Lotus Esprit	production	1987
Lotus Esprit	production	1993
Alfa Romeo SZ	production	1989
Alfa Romeo SZ	production	1992
Aston Martin Bulldog	production	1979
Eagle Talon	production	1989
Chrysler Cirrus	production	June 1994–2000
Volkswagen Corrado	production	1988
Volkswagen Type 2	production	Nov 1949–Dec 2013
Volkswagen Type 2	production	1950
Volkswagen Type 2	production	Aug 1967 – Jul 1979
Volkswagen Type 2	production	1971
Volkswagen Type 2	production	1976
Volkswagen Type 2	production	1981
Mercedes-Benz R-Class	production	--06-23
Volvo V50	production	2004
Volkswagen Passat	production	1973
Audi TT	production	October 1998 – June 2006
Audi TT	production	April 2006–March 2014
Audi TT	production	November 2006–March 2014
Audi TT	production	August 2014–Present \n\t\t\t   November 2014-Present
Mercedes-Benz SLR McLaren	production	2003
Toyota Avalon	production	1994
Toyota Avalon	production	March 1994 – August 1999
Toyota Avalon	production	April 2000 – June 2005
Toyota Avalon	production	September 1999 – December 2004
Toyota Avalon	production	December 2004 – October 2012
Toyota Avalon	production	November 2012 – present
Austin Ambassador	production	1982
Porsche 930	production	1975
Porsche 930	production	2819
Porsche 930	production	1978
Porsche 930	production	18770
Mercedes-Benz 450SEL 6.9	production	1975
